transaction_amount,transaction_hour,customer_transaction_count,customer_average_amount,international_transaction,failed_transactions,amount_deviation,amount_ratio,high_amount_flag,night_transaction,failed_transaction_ratio,actual_fraud,fraud_probability,risk_score,risk_level
63.64,5,17,103.13,1,0,-39.489999999999995,0.6170852322311646,0,1,0.0,0,0.005,0.5,Low Risk
84.95,10,20,245.79,1,0,-160.83999999999997,0.3456202449245291,0,0,0.0,0,0.005,0.5,Low Risk
60.34,12,33,233.84,0,1,-173.5,0.25803968525487514,0,0,0.030303030303030304,0,0.005,0.5,Low Risk
67.11,0,13,188.79,0,3,-121.67999999999999,0.35547433656443667,0,1,0.23076923076923078,0,0.005,0.5,Low Risk
136.91,15,3,62.51,0,0,74.4,2.190209566469365,1,0,0.0,0,0.005,0.5,Low Risk
77.28,9,21,240.54,0,2,-163.26,0.32127712646545276,0,0,0.09523809523809523,0,0.005,0.5,Low Risk
94.14,1,10,43.47,0,1,50.67,2.1656314699792962,1,1,0.1,0,0.005,0.5,Low Risk
158.6,12,23,92.77,0,1,65.83,1.7096043979734827,0,0,0.043478260869565216,0,0.005,0.5,Low Risk
154.56,6,31,168.28,0,1,-13.719999999999999,0.9184692179700499,0,0,0.03225806451612903,0,0.005,0.5,Low Risk
59.84,9,35,96.23,0,0,-36.39,0.6218434999480411,0,0,0.0,0,0.005,0.5,Low Risk
233.09,11,25,159.01,0,0,74.08000000000001,1.465882648890007,0,0,0.0,0,0.005,0.5,Low Risk
127.83,20,18,121.79,0,1,6.039999999999992,1.049593562689876,0,0,0.05555555555555555,0,0.005,0.5,Low Risk
112.84,8,17,64.15,0,1,48.69,1.7590023382696804,0,0,0.058823529411764705,0,0.005,0.5,Low Risk
247.51,18,26,119.1,0,0,128.41,2.0781696053736356,1,0,0.0,0,0.005,0.5,Low Risk
11.04,14,33,37.28,0,1,-26.240000000000002,0.296137339055794,0,0,0.030303030303030304,0,0.005,0.5,Low Risk
38.97,13,27,43.06,0,3,-4.090000000000003,0.9050162563864375,0,0,0.1111111111111111,0,0.005,0.5,Low Risk
163.97,18,24,30.16,0,2,133.81,5.436671087533156,1,0,0.08333333333333333,0,0.005,0.5,Low Risk
38.87,3,8,137.75,0,0,-98.88,0.28217785843920146,0,1,0.0,0,0.005,0.5,Low Risk
93.15,7,22,113.18,0,3,-20.03,0.8230252694822406,0,0,0.13636363636363635,0,0.005,0.5,Low Risk
116.31,16,18,79.19,0,3,37.120000000000005,1.468746053794671,0,0,0.16666666666666666,0,0.005,0.5,Low Risk
119.69,23,9,79.99,0,4,39.7,1.4963120390048756,0,1,0.4444444444444444,0,0.005,0.5,Low Risk
68.43,2,20,217.57,0,3,-149.14,0.31451946499977024,0,1,0.15,0,0.005,0.5,Low Risk
89.73,1,28,233.68,0,0,-143.95,0.38398664840807945,0,1,0.0,0,0.005,0.5,Low Risk
33.31,7,28,84.45,0,2,-51.14,0.39443457667258736,0,0,0.07142857142857142,0,0.005,0.5,Low Risk
50.22,10,29,81.34,0,1,-31.120000000000005,0.6174084091467912,0,0,0.034482758620689655,0,0.005,0.5,Low Risk
138.12,12,23,80.24,0,2,57.88000000000001,1.7213359920239284,0,0,0.08695652173913043,0,0.005,0.5,Low Risk
140.71,18,20,212.01,0,0,-71.29999999999998,0.6636951087212868,0,0,0.0,0,0.005,0.5,Low Risk
55.82,6,41,117.74,1,1,-61.919999999999995,0.47409546458297946,0,0,0.024390243902439025,0,0.005,0.5,Low Risk
29.56,18,32,229.88,0,1,-200.32,0.12858882895423698,0,0,0.03125,0,0.005,0.5,Low Risk
37.93,7,13,37.87,0,5,0.060000000000002274,1.001584367573277,0,0,0.38461538461538464,0,0.005,0.5,Low Risk
194.31,13,13,186.22,0,0,8.090000000000003,1.0434432391794652,0,0,0.0,0,0.005,0.5,Low Risk
120.09,15,8,77.19,1,2,42.900000000000006,1.5557714729887293,0,0,0.25,0,0.005,0.5,Low Risk
200.46,19,39,138.92,0,1,61.54000000000002,1.4429887705154048,0,0,0.02564102564102564,0,0.005,0.5,Low Risk
160.14,19,22,319.47,0,0,-159.33000000000004,0.501267724668983,0,0,0.0,0,0.005,0.5,Low Risk
90.08,17,14,112.11,1,0,-22.03,0.8034965658728035,0,0,0.0,0,0.005,0.5,Low Risk
129.99,8,24,327.64,0,2,-197.64999999999998,0.3967464290074472,0,0,0.08333333333333333,0,0.005,0.5,Low Risk
138.8,3,18,203.18,0,0,-64.38,0.6831381041441087,0,1,0.0,0,0.005,0.5,Low Risk
77.0,9,28,128.25,1,0,-51.25,0.6003898635477583,0,0,0.0,0,0.005,0.5,Low Risk
203.66,12,13,292.08,0,3,-88.41999999999999,0.6972747192549986,0,0,0.23076923076923078,0,0.005,0.5,Low Risk
59.95,11,14,144.07,0,0,-84.11999999999999,0.4161171652668842,0,0,0.0,0,0.005,0.5,Low Risk
52.34,10,11,193.05,1,1,-140.71,0.2711214711214711,0,0,0.09090909090909091,0,0.005,0.5,Low Risk
233.86,19,16,67.55,0,0,166.31,3.462028127313102,1,0,0.0,0,0.005,0.5,Low Risk
139.21,16,19,331.43,1,1,-192.22,0.4200283619467158,0,0,0.05263157894736842,0,0.005,0.5,Low Risk
58.82,23,13,38.87,0,2,19.950000000000003,1.5132492925135066,0,1,0.15384615384615385,0,0.005,0.5,Low Risk
45.25,22,15,221.41,0,1,-176.16,0.20437197958538458,0,0,0.06666666666666667,0,0.005,0.5,Low Risk
166.87,20,2,74.38,0,2,92.49000000000001,2.243479429954289,1,0,1.0,0,0.005,0.5,Low Risk
58.62,6,19,155.92,1,1,-97.29999999999998,0.37596203181118526,0,0,0.05263157894736842,0,0.005,0.5,Low Risk
99.02,19,23,109.65,0,0,-10.63000000000001,0.9030551755585955,0,0,0.0,0,0.005,0.5,Low Risk
34.98,23,14,137.67,0,1,-102.69,0.2540858574852909,0,1,0.07142857142857142,0,0.005,0.5,Low Risk
33.25,5,18,146.65,0,3,-113.4,0.22673031026252982,0,1,0.16666666666666666,0,0.005,0.5,Low Risk
419.53,9,34,34.12,0,2,385.40999999999997,12.295720984759672,1,0,0.058823529411764705,1,0.005,0.5,Low Risk
160.5,10,17,158.22,0,2,2.280000000000001,1.0144103147516117,0,0,0.11764705882352941,0,0.005,0.5,Low Risk
41.8,19,13,32.21,0,2,9.589999999999996,1.2977336230984164,0,0,0.15384615384615385,0,0.005,0.5,Low Risk
25.34,6,27,183.69,0,3,-158.35,0.13794980673961565,0,0,0.1111111111111111,0,0.005,0.5,Low Risk
90.64,16,21,111.43,0,4,-20.790000000000006,0.8134254689042447,0,0,0.19047619047619047,0,0.005,0.5,Low Risk
101.94,17,16,184.65,0,0,-82.71000000000001,0.5520714865962632,0,0,0.0,0,0.005,0.5,Low Risk
97.78,5,27,190.62,0,1,-92.84,0.5129577169237226,0,1,0.037037037037037035,1,0.005,0.5,Low Risk
31.74,12,30,125.13,1,3,-93.39,0.2536561975545433,0,0,0.1,0,0.005,0.5,Low Risk
126.57,13,34,144.78,0,3,-18.210000000000008,0.8742229589722337,0,0,0.08823529411764706,0,0.005,0.5,Low Risk
44.86,22,21,75.28,0,2,-30.42,0.5959086078639745,0,0,0.09523809523809523,0,0.005,0.5,Low Risk
55.95,13,27,112.0,0,1,-56.05,0.49955357142857143,0,0,0.037037037037037035,0,0.005,0.5,Low Risk
154.81,5,30,391.08,0,2,-236.26999999999998,0.3958525109951928,0,1,0.06666666666666667,0,0.005,0.5,Low Risk
232.09,1,14,70.13,0,2,161.96,3.3094253529160134,1,1,0.14285714285714285,0,0.005,0.5,Low Risk
78.82,19,26,95.89,0,0,-17.070000000000007,0.8219835227865262,0,0,0.0,0,0.005,0.5,Low Risk
31.15,12,9,184.41,0,3,-153.26,0.1689170869258717,0,0,0.3333333333333333,0,0.005,0.5,Low Risk
97.08,9,23,107.55,0,1,-10.469999999999999,0.9026499302649931,0,0,0.043478260869565216,0,0.005,0.5,Low Risk
126.35,12,15,342.05,0,3,-215.70000000000002,0.3693904399941529,0,0,0.2,0,0.005,0.5,Low Risk
21.7,11,36,201.52,0,2,-179.82000000000002,0.10768161969035331,0,0,0.05555555555555555,0,0.005,0.5,Low Risk
33.07,10,22,76.95,0,2,-43.88,0.42975958414554905,0,0,0.09090909090909091,0,0.005,0.5,Low Risk
73.49,11,17,72.68,0,0,0.8099999999999881,1.0111447440836543,0,0,0.0,0,0.005,0.5,Low Risk
129.54,4,34,154.43,0,2,-24.890000000000015,0.838826652852425,0,1,0.058823529411764705,0,0.005,0.5,Low Risk
59.24,8,15,76.92,1,2,-17.68,0.7701508060322413,0,0,0.13333333333333333,0,0.005,0.5,Low Risk
70.28,17,14,162.01,0,1,-91.72999999999999,0.43380038269242643,0,0,0.07142857142857142,0,0.005,0.5,Low Risk
41.96,10,12,150.84,0,3,-108.88,0.2781755502519226,0,0,0.25,0,0.005,0.5,Low Risk
82.07,22,11,99.48,0,0,-17.41000000000001,0.8249899477281865,0,0,0.0,0,0.005,0.5,Low Risk
62.72,22,26,47.89,0,0,14.829999999999998,1.3096679891417833,0,0,0.0,0,0.005,0.5,Low Risk
16.13,20,15,54.04,0,4,-37.91,0.2984826054774241,0,0,0.26666666666666666,0,0.005,0.5,Low Risk
62.85,23,15,174.92,0,4,-112.07,0.3593071118225475,0,1,0.26666666666666666,0,0.005,0.5,Low Risk
102.55,9,17,44.88,0,1,57.669999999999995,2.2849821746880568,1,0,0.058823529411764705,0,0.005,0.5,Low Risk
104.64,2,31,68.96,0,2,35.68000000000001,1.5174013921113692,0,1,0.06451612903225806,0,0.005,0.5,Low Risk
39.53,11,27,188.56,0,4,-149.03,0.20964149342384386,0,0,0.14814814814814814,0,0.005,0.5,Low Risk
62.66,8,12,116.6,0,1,-53.94,0.537392795883362,0,0,0.08333333333333333,0,0.005,0.5,Low Risk
47.34,10,34,69.54,0,3,-22.200000000000003,0.6807592752372735,0,0,0.08823529411764706,0,0.005,0.5,Low Risk
124.11,9,5,247.84,0,1,-123.73,0.5007666236281472,0,0,0.2,0,0.005,0.5,Low Risk
74.85,8,16,43.61,0,3,31.239999999999995,1.7163494611327677,0,0,0.1875,0,0.005,0.5,Low Risk
166.81,15,35,127.21,0,1,39.60000000000001,1.3112962817388572,0,0,0.02857142857142857,0,0.005,0.5,Low Risk
58.38,20,1,102.52,0,1,-44.13999999999999,0.5694498634412798,0,0,1.0,0,0.005,0.5,Low Risk
48.99,19,24,131.4,0,0,-82.41,0.3728310502283105,0,0,0.0,0,0.005,0.5,Low Risk
118.57,12,21,107.34,1,2,11.22999999999999,1.1046208310042853,0,0,0.09523809523809523,0,0.005,0.5,Low Risk
154.36,21,28,21.66,0,1,132.70000000000002,7.126500461680518,1,0,0.03571428571428571,0,0.005,0.5,Low Risk
102.56,17,15,93.74,0,0,8.820000000000007,1.0940900362705357,0,0,0.0,0,0.005,0.5,Low Risk
247.53,18,32,105.16,0,1,142.37,2.3538417649296313,1,0,0.03125,0,0.005,0.5,Low Risk
79.61,15,20,107.82,0,1,-28.209999999999994,0.7383602300129847,0,0,0.05,0,0.005,0.5,Low Risk
219.93,5,11,73.02,0,1,146.91000000000003,3.011914543960559,1,1,0.09090909090909091,0,0.005,0.5,Low Risk
26.75,15,19,126.1,0,0,-99.35,0.21213322759714512,0,0,0.0,0,0.005,0.5,Low Risk
76.46,13,13,111.14,0,0,-34.68000000000001,0.6879611301061723,0,0,0.0,0,0.005,0.5,Low Risk
147.76,17,19,112.69,0,1,35.06999999999999,1.3112077380424172,0,0,0.05263157894736842,0,0.005,0.5,Low Risk
165.05,17,21,424.27,0,3,-259.21999999999997,0.3890211421971858,0,0,0.14285714285714285,0,0.005,0.5,Low Risk
88.01,14,29,335.17,0,3,-247.16000000000003,0.26258316675120086,0,0,0.10344827586206896,0,0.005,0.5,Low Risk
132.38,16,16,166.13,0,2,-33.75,0.796845843616445,0,0,0.125,0,0.005,0.5,Low Risk
40.21,12,18,220.77,0,3,-180.56,0.1821352538841328,0,0,0.16666666666666666,0,0.005,0.5,Low Risk
137.85,11,22,201.16,0,1,-63.31,0.6852754026645456,0,0,0.045454545454545456,0,0.005,0.5,Low Risk
136.49,5,25,159.47,0,1,-22.97999999999999,0.8558976610020694,0,1,0.04,0,0.005,0.5,Low Risk
69.81,3,18,144.7,0,1,-74.88999999999999,0.48244644091223227,0,1,0.05555555555555555,0,0.005,0.5,Low Risk
99.96,7,7,102.63,0,1,-2.6700000000000017,0.9739842151417714,0,0,0.14285714285714285,0,0.005,0.5,Low Risk
68.46,21,6,58.03,0,0,10.429999999999993,1.1797346200241252,0,0,0.0,0,0.005,0.5,Low Risk
47.74,20,11,90.6,0,0,-42.85999999999999,0.5269315673289183,0,0,0.0,0,0.005,0.5,Low Risk
58.05,10,25,154.31,0,1,-96.26,0.3761907847838766,0,0,0.04,0,0.005,0.5,Low Risk
32.35,2,18,117.89,1,6,-85.53999999999999,0.2744083467639325,0,1,0.3333333333333333,1,0.005,0.5,Low Risk
155.52,12,8,133.14,0,2,22.380000000000024,1.16809373591708,0,0,0.25,0,0.005,0.5,Low Risk
211.02,16,4,220.2,0,1,-9.179999999999978,0.9583106267029974,0,0,0.25,0,0.005,0.5,Low Risk
229.39,23,21,115.84,0,2,113.54999999999998,1.98023135359116,0,1,0.09523809523809523,0,0.005,0.5,Low Risk
146.66,21,33,21.87,0,3,124.78999999999999,6.705989940557841,1,0,0.09090909090909091,0,0.005,0.5,Low Risk
203.72,14,20,328.09,0,1,-124.36999999999998,0.6209271846139779,0,0,0.05,0,0.005,0.5,Low Risk
39.05,6,20,158.29,0,0,-119.24,0.24669909659485753,0,0,0.0,0,0.005,0.5,Low Risk
74.9,22,1,188.34,0,1,-113.44,0.39768503769778063,0,0,1.0,0,0.005,0.5,Low Risk
87.65,7,35,539.79,1,0,-452.14,0.16237796179995925,0,0,0.0,0,0.005,0.5,Low Risk
65.35,21,22,68.05,0,3,-2.700000000000003,0.9603232916972814,0,0,0.13636363636363635,0,0.005,0.5,Low Risk
57.41,9,26,33.64,0,0,23.769999999999996,1.7065992865636146,0,0,0.0,0,0.005,0.5,Low Risk
82.12,22,31,129.82,1,1,-47.69999999999999,0.6325681713141273,0,0,0.03225806451612903,0,0.005,0.5,Low Risk
58.5,16,22,125.93,0,2,-67.43,0.46454379417136504,0,0,0.09090909090909091,0,0.005,0.5,Low Risk
106.91,19,30,156.79,1,3,-49.879999999999995,0.6818674660373748,0,0,0.1,0,0.005,0.5,Low Risk
63.62,22,15,52.75,0,5,10.869999999999997,1.2060663507109004,0,0,0.3333333333333333,0,0.005,0.5,Low Risk
14.24,9,17,188.8,0,2,-174.56,0.07542372881355931,0,0,0.11764705882352941,0,0.005,0.5,Low Risk
51.59,9,27,112.17,0,1,-60.58,0.4599268966746902,0,0,0.037037037037037035,0,0.005,0.5,Low Risk
38.2,17,3,75.63,1,1,-37.42999999999999,0.5050905725241307,0,0,0.3333333333333333,0,0.005,0.5,Low Risk
179.86,11,6,166.27,0,3,13.590000000000003,1.0817345281770614,0,0,0.5,0,0.005,0.5,Low Risk
90.84,10,25,140.11,0,2,-49.27000000000001,0.6483477267860966,0,0,0.08,0,0.005,0.5,Low Risk
246.9,18,31,228.17,0,1,18.730000000000018,1.082087916904063,0,0,0.03225806451612903,0,0.005,0.5,Low Risk
325.12,7,13,43.34,0,0,281.78,7.501615136132902,1,0,0.0,0,0.005,0.5,Low Risk
166.29,0,14,32.86,0,0,133.43,5.060559951308582,1,1,0.0,0,0.005,0.5,Low Risk
141.07,19,29,91.41,0,0,49.66,1.5432666010283338,0,0,0.0,0,0.005,0.5,Low Risk
241.82,21,33,114.49,0,2,127.33,2.1121495327102804,1,0,0.06060606060606061,0,0.005,0.5,Low Risk
61.48,14,27,239.89,1,0,-178.41,0.25628413022635377,0,0,0.0,0,0.005,0.5,Low Risk
80.83,18,19,41.86,1,0,38.97,1.9309603440038223,0,0,0.0,0,0.005,0.5,Low Risk
82.38,14,34,99.41,1,2,-17.03,0.8286892666733728,0,0,0.058823529411764705,0,0.005,0.5,Low Risk
94.77,22,28,60.78,0,3,33.989999999999995,1.5592300098716683,0,0,0.10714285714285714,0,0.005,0.5,Low Risk
69.07,4,2,31.56,0,1,37.50999999999999,2.188529784537389,1,1,0.5,0,0.005,0.5,Low Risk
142.68,14,20,78.49,0,1,64.19000000000001,1.8178111861383617,0,0,0.05,0,0.005,0.5,Low Risk
143.98,21,34,86.68,1,0,57.29999999999998,1.661052145823719,0,0,0.0,0,0.005,0.5,Low Risk
37.87,9,1,129.98,1,0,-92.10999999999999,0.29135251577165716,0,0,0.0,0,0.005,0.5,Low Risk
126.43,20,17,78.89,0,1,47.540000000000006,1.602611230827735,0,0,0.058823529411764705,0,0.005,0.5,Low Risk
88.11,13,27,133.12,0,1,-45.010000000000005,0.6618840144230769,0,0,0.037037037037037035,0,0.005,0.5,Low Risk
93.06,14,28,171.02,0,2,-77.96000000000001,0.5441468834054496,0,0,0.07142857142857142,0,0.005,0.5,Low Risk
126.74,4,25,117.82,0,0,8.920000000000002,1.0757087081989476,0,1,0.0,0,0.005,0.5,Low Risk
570.51,16,29,219.66,0,0,350.85,2.5972411909314395,1,0,0.0,0,0.005,0.5,Low Risk
59.48,19,20,100.95,0,1,-41.470000000000006,0.5892025755324417,0,0,0.05,0,0.005,0.5,Low Risk
42.29,8,22,80.11,0,1,-37.82,0.527899138684309,0,0,0.045454545454545456,0,0.005,0.5,Low Risk
56.96,8,17,41.43,0,1,15.530000000000001,1.3748491431329954,0,0,0.058823529411764705,0,0.005,0.5,Low Risk
207.02,18,21,116.44,0,0,90.58000000000001,1.7779113706630025,0,0,0.0,0,0.005,0.5,Low Risk
22.55,1,4,394.45,0,1,-371.9,0.05716820889846622,0,1,0.25,0,0.005,0.5,Low Risk
96.85,12,20,133.77,0,0,-36.920000000000016,0.7240038872691933,0,0,0.0,0,0.005,0.5,Low Risk
99.19,10,14,115.0,0,1,-15.810000000000002,0.8625217391304347,0,0,0.07142857142857142,0,0.005,0.5,Low Risk
66.97,7,5,118.5,1,0,-51.53,0.5651476793248945,0,0,0.0,0,0.005,0.5,Low Risk
96.27,5,10,111.09,0,1,-14.820000000000007,0.8665946529840669,0,1,0.1,0,0.005,0.5,Low Risk
317.12,13,8,116.12,0,1,201.0,2.730967964174991,1,0,0.125,0,0.005,0.5,Low Risk
133.29,20,4,96.61,1,0,36.67999999999999,1.379670841527792,0,0,0.0,0,0.005,0.5,Low Risk
150.24,19,15,132.8,0,0,17.439999999999998,1.1313253012048192,0,0,0.0,0,0.005,0.5,Low Risk
153.08,14,26,62.04,0,1,91.04000000000002,2.4674403610573825,1,0,0.038461538461538464,0,0.005,0.5,Low Risk
90.35,15,2,111.29,0,1,-20.940000000000012,0.8118429328780662,0,0,0.5,0,0.005,0.5,Low Risk
198.78,12,16,113.26,0,2,85.52,1.7550768144093236,0,0,0.125,0,0.005,0.5,Low Risk
56.11,20,26,154.82,0,1,-98.71,0.3624208758558326,0,0,0.038461538461538464,0,0.005,0.5,Low Risk
186.88,18,21,95.95,0,1,90.92999999999999,1.9476810838978633,0,0,0.047619047619047616,0,0.005,0.5,Low Risk
150.95,18,24,170.88,0,2,-19.930000000000007,0.8833684456928839,0,0,0.08333333333333333,0,0.005,0.5,Low Risk
103.79,11,22,122.66,0,2,-18.86999999999999,0.8461601173976847,0,0,0.09090909090909091,0,0.005,0.5,Low Risk
21.56,5,24,163.4,0,1,-141.84,0.13194614443084454,0,1,0.041666666666666664,0,0.005,0.5,Low Risk
98.39,9,33,124.04,0,1,-25.650000000000006,0.7932118671396323,0,0,0.030303030303030304,0,0.005,0.5,Low Risk
267.05,17,23,112.89,0,2,154.16000000000003,2.365577110461511,1,0,0.08695652173913043,0,0.005,0.5,Low Risk
119.96,15,1,83.23,0,0,36.72999999999999,1.4413072209539828,0,0,0.0,0,0.005,0.5,Low Risk
51.55,21,10,238.68,0,2,-187.13,0.21597955421484832,0,0,0.2,0,0.005,0.5,Low Risk
327.13,2,40,76.75,0,3,250.38,4.26228013029316,1,1,0.075,0,0.005,0.5,Low Risk
193.18,1,13,66.3,0,1,126.88000000000001,2.9137254901960787,1,1,0.07692307692307693,0,0.005,0.5,Low Risk
25.06,21,23,79.15,0,0,-54.09,0.3166140240050537,0,0,0.0,0,0.005,0.5,Low Risk
45.35,18,32,71.1,0,2,-25.749999999999993,0.6378340365682138,0,0,0.0625,0,0.005,0.5,Low Risk
95.74,8,26,141.17,0,2,-45.42999999999999,0.6781894170149465,0,0,0.07692307692307693,0,0.005,0.5,Low Risk
367.99,13,32,112.84,0,2,255.15,3.261166253101737,1,0,0.0625,0,0.005,0.5,Low Risk
55.34,17,6,41.54,1,0,13.800000000000004,1.3322099181511797,0,0,0.0,0,0.005,0.5,Low Risk
30.98,19,22,68.29,0,0,-37.31,0.4536535363889295,0,0,0.0,0,0.005,0.5,Low Risk
41.86,20,34,209.8,0,3,-167.94,0.19952335557673972,0,0,0.08823529411764706,0,0.005,0.5,Low Risk
73.22,9,22,76.92,0,0,-3.700000000000003,0.9518980759230369,0,0,0.0,0,0.005,0.5,Low Risk
266.21,18,7,38.84,0,0,227.36999999999998,6.854016477857877,1,0,0.0,0,0.005,0.5,Low Risk
55.41,7,23,246.26,0,0,-190.85,0.2250060911232031,0,0,0.0,0,0.005,0.5,Low Risk
180.96,3,5,205.3,0,0,-24.340000000000003,0.8814417924987823,0,1,0.0,0,0.005,0.5,Low Risk
78.53,19,30,89.5,0,2,-10.969999999999999,0.8774301675977654,0,0,0.06666666666666667,0,0.005,0.5,Low Risk
96.66,5,7,122.89,1,2,-26.230000000000004,0.7865570835706729,0,1,0.2857142857142857,0,0.005,0.5,Low Risk
215.75,4,15,48.71,0,2,167.04,4.429275302812564,1,1,0.13333333333333333,0,0.005,0.5,Low Risk
63.6,4,29,373.99,0,1,-310.39,0.1700580229417899,0,1,0.034482758620689655,0,0.005,0.5,Low Risk
142.71,13,21,186.1,0,2,-43.389999999999986,0.7668457818377217,0,0,0.09523809523809523,0,0.005,0.5,Low Risk
232.91,23,31,98.96,0,2,133.95,2.353577202910267,1,1,0.06451612903225806,0,0.005,0.5,Low Risk
140.56,10,23,60.65,0,2,79.91,2.317559769167354,1,0,0.08695652173913043,0,0.005,0.5,Low Risk
114.17,8,7,126.87,0,1,-12.700000000000003,0.8998975329077008,0,0,0.14285714285714285,0,0.005,0.5,Low Risk
80.64,12,13,57.31,0,0,23.33,1.40708427848543,0,0,0.0,0,0.005,0.5,Low Risk
58.82,5,6,65.41,0,2,-6.589999999999996,0.8992508790704786,0,1,0.3333333333333333,0,0.005,0.5,Low Risk
151.94,17,31,65.02,0,0,86.92,2.336819440172255,1,0,0.0,0,0.005,0.5,Low Risk
17.49,14,35,106.32,0,3,-88.83,0.16450338600451467,0,0,0.08571428571428572,0,0.005,0.5,Low Risk
22.12,10,6,106.62,1,0,-84.5,0.20746576627274432,0,0,0.0,0,0.005,0.5,Low Risk
151.24,2,16,117.83,0,2,33.41000000000001,1.2835440889416958,0,1,0.125,0,0.005,0.5,Low Risk
95.66,23,21,158.18,0,1,-62.52000000000001,0.6047540776330762,0,1,0.047619047619047616,0,0.005,0.5,Low Risk
59.86,14,7,148.42,0,2,-88.55999999999999,0.40331491712707185,0,0,0.2857142857142857,0,0.005,0.5,Low Risk
141.13,11,31,48.18,0,0,92.94999999999999,2.9292237442922375,1,0,0.0,0,0.005,0.5,Low Risk
160.53,8,26,277.22,0,4,-116.69000000000003,0.5790707741144218,0,0,0.15384615384615385,0,0.005,0.5,Low Risk
57.07,18,25,182.04,1,0,-124.97,0.3135025269171611,0,0,0.0,0,0.005,0.5,Low Risk
72.73,12,39,151.89,0,1,-79.15999999999998,0.4788333662518929,0,0,0.02564102564102564,0,0.005,0.5,Low Risk
80.62,10,22,115.36,0,1,-34.739999999999995,0.6988557558945909,0,0,0.045454545454545456,0,0.005,0.5,Low Risk
97.95,12,9,383.0,0,2,-285.05,0.25574412532637075,0,0,0.2222222222222222,0,0.005,0.5,Low Risk
14.48,5,8,124.24,0,0,-109.75999999999999,0.11654861558274308,0,1,0.0,0,0.005,0.5,Low Risk
100.88,9,11,236.6,0,3,-135.72,0.42637362637362636,0,0,0.2727272727272727,0,0.005,0.5,Low Risk
98.52,15,8,144.86,0,1,-46.34000000000002,0.6801049288968658,0,0,0.125,0,0.005,0.5,Low Risk
91.98,3,21,46.5,0,1,45.480000000000004,1.9780645161290324,0,1,0.047619047619047616,0,0.005,0.5,Low Risk
267.95,15,30,299.87,0,1,-31.920000000000016,0.8935538733451162,0,0,0.03333333333333333,0,0.005,0.5,Low Risk
91.15,22,11,94.67,0,3,-3.519999999999996,0.9628182106263864,0,0,0.2727272727272727,0,0.005,0.5,Low Risk
79.25,9,21,112.93,0,2,-33.68000000000001,0.7017621535464447,0,0,0.09523809523809523,0,0.005,0.5,Low Risk
102.69,15,27,174.92,0,2,-72.22999999999999,0.5870683741138807,0,0,0.07407407407407407,0,0.005,0.5,Low Risk
23.92,8,18,145.18,0,1,-121.26,0.16476098636175782,0,0,0.05555555555555555,0,0.005,0.5,Low Risk
110.3,20,15,49.11,0,1,61.19,2.2459784158012623,1,0,0.06666666666666667,0,0.005,0.5,Low Risk
88.25,8,6,61.33,0,2,26.92,1.438936898744497,0,0,0.3333333333333333,0,0.005,0.5,Low Risk
53.61,19,27,99.05,0,0,-45.44,0.5412417970721858,0,0,0.0,0,0.005,0.5,Low Risk
220.22,6,18,281.75,0,0,-61.53,0.7816149068322982,0,0,0.0,0,0.005,0.5,Low Risk
43.6,20,4,307.02,0,1,-263.41999999999996,0.14201029248908867,0,0,0.25,0,0.005,0.5,Low Risk
84.42,17,36,86.76,0,0,-2.3400000000000034,0.9730290456431535,0,0,0.0,0,0.005,0.5,Low Risk
36.72,10,29,237.75,0,3,-201.03,0.15444794952681387,0,0,0.10344827586206896,0,0.005,0.5,Low Risk
276.11,9,24,131.31,0,0,144.8,2.102733988272028,1,0,0.0,0,0.005,0.5,Low Risk
70.32,11,28,130.15,0,0,-59.83000000000001,0.5402996542451017,0,0,0.0,0,0.005,0.5,Low Risk
67.84,11,23,143.3,0,2,-75.46000000000001,0.47341242149337054,0,0,0.08695652173913043,0,0.005,0.5,Low Risk
75.78,13,28,108.28,1,2,-32.5,0.6998522349464352,0,0,0.07142857142857142,0,0.005,0.5,Low Risk
121.47,21,31,129.95,0,5,-8.47999999999999,0.9347441323585995,0,0,0.16129032258064516,0,0.005,0.5,Low Risk
250.29,12,21,392.79,0,1,-142.50000000000003,0.6372107232872527,0,0,0.047619047619047616,0,0.005,0.5,Low Risk
77.62,9,19,135.07,0,1,-57.44999999999999,0.5746649885244689,0,0,0.05263157894736842,0,0.005,0.5,Low Risk
107.69,18,12,115.89,0,0,-8.200000000000003,0.9292432479074985,0,0,0.0,0,0.005,0.5,Low Risk
138.49,4,1,431.55,0,1,-293.06,0.3209129880662728,0,1,1.0,0,0.005,0.5,Low Risk
227.74,3,23,68.8,0,2,158.94,3.3101744186046513,1,1,0.08695652173913043,0,0.005,0.5,Low Risk
143.66,22,28,66.29,0,0,77.36999999999999,2.1671443656660125,1,0,0.0,0,0.005,0.5,Low Risk
41.57,4,12,89.82,0,0,-48.24999999999999,0.4628145179247384,0,1,0.0,0,0.005,0.5,Low Risk
369.09,6,15,45.84,0,2,323.25,8.051701570680628,1,0,0.13333333333333333,0,0.005,0.5,Low Risk
59.07,15,31,158.52,0,0,-99.45000000000002,0.37263436790310367,0,0,0.0,0,0.005,0.5,Low Risk
196.43,2,12,208.52,0,0,-12.090000000000003,0.9420199501246883,0,1,0.0,0,0.005,0.5,Low Risk
64.04,11,24,69.83,0,0,-5.789999999999992,0.917084347701561,0,0,0.0,0,0.005,0.5,Low Risk
