transaction_id,customer_id,transaction_amount,country,transaction_type,device,transaction_hour,customer_transaction_count,customer_average_amount,international_transaction,failed_transactions,fraud
10586,2691,67.93,Portugal,Online Payment,Web,7,39,147.18,0,2,0
10587,3544,47.45,Portugal,Transfer,Web,0,8,137.44,0,0,0
10588,883,134.14,France,Transfer,Mobile,0,32,84.6,0,0,0
10589,2493,42.66,Portugal,Cash Withdrawal,Web,15,15,138.3,0,0,0
10590,2439,228.19,United Kingdom,Card Payment,Web,13,14,97.82,1,2,0
10591,2830,75.81,Germany,Online Payment,Web,17,20,70.79,0,2,0
10592,1158,78.35,Germany,Card Payment,Mobile,20,41,112.59,1,1,0
10593,997,33.99,Spain,Online Payment,Tablet,22,18,84.14,1,2,0
10594,2095,115.58,Germany,Card Payment,Tablet,14,13,58.2,0,1,0
10595,3719,274.06,Senegal,Cash Withdrawal,Mobile,2,18,124.67,0,0,0
10596,1360,139.98,Spain,Cash Withdrawal,Mobile,5,28,348.39,0,2,0
10597,1599,116.98,Portugal,Card Payment,Web,5,30,69.79,0,3,0
10598,238,477.35,Senegal,Transfer,Web,2,15,204.51,1,2,0
10599,2298,110.96,Spain,Transfer,Tablet,14,16,56.85,1,3,0
10600,364,93.77,Germany,Card Payment,Tablet,18,12,145.75,0,3,0
10601,2318,198.73,Germany,Cash Withdrawal,Web,0,15,257.15,0,0,0
10602,2474,162.02,Germany,Card Payment,Web,8,4,181.51,0,2,0
10603,207,79.61,Portugal,Online Payment,Tablet,2,22,75.85,0,1,0
10604,937,66.17,United Kingdom,Online Payment,Mobile,3,34,346.34,0,1,0
10605,2564,157.0,United Kingdom,Transfer,Web,20,17,461.05,1,1,0
10606,1800,166.39,Spain,Transfer,Mobile,3,2,105.44,0,1,0
10607,939,57.68,Senegal,Transfer,Tablet,11,9,114.78,0,1,0
10608,1777,165.72,Portugal,Cash Withdrawal,Tablet,21,20,102.82,0,3,0
10609,3293,124.0,France,Transfer,Mobile,8,24,97.98,0,0,0
10610,3407,59.66,Spain,Online Payment,Mobile,21,36,74.82,0,1,0
10611,308,88.56,Portugal,Transfer,Web,12,57,266.05,0,0,0
10612,2693,12.2,Spain,Card Payment,Web,0,22,109.11,0,1,0
10613,2937,47.86,Senegal,Online Payment,Web,0,32,155.97,0,0,0
10614,939,71.83,France,Cash Withdrawal,Mobile,22,16,200.73,0,1,0
10615,2971,48.15,United Kingdom,Card Payment,Web,19,26,81.46,1,1,0
10616,2115,247.97,Spain,Transfer,Web,7,31,97.41,1,1,0
10617,600,165.15,United Kingdom,Online Payment,Mobile,11,11,220.66,0,0,0
10618,636,289.48,United Kingdom,Card Payment,Mobile,7,30,177.97,0,1,0
10619,3599,100.39,Spain,Card Payment,Mobile,13,33,33.3,0,2,0
10620,3577,87.43,Germany,Cash Withdrawal,Tablet,22,7,473.71,0,2,0
10621,715,53.0,Germany,Transfer,Tablet,6,51,98.51,0,0,0
10622,3894,170.5,Spain,Online Payment,Tablet,17,30,295.07,0,1,0
10623,3793,46.82,Germany,Cash Withdrawal,Web,12,20,254.97,0,4,0
10624,1799,102.93,Senegal,Transfer,Mobile,19,29,120.77,0,0,0
10625,2416,627.49,Germany,Cash Withdrawal,Tablet,3,8,173.59,0,0,0
10626,2435,225.19,Portugal,Cash Withdrawal,Web,20,21,104.07,0,1,0
10627,2527,254.78,France,Card Payment,Web,20,4,183.4,0,1,0
10628,1862,348.93,Spain,Cash Withdrawal,Web,19,24,196.27,0,0,0
10629,3300,71.98,France,Transfer,Mobile,15,10,209.47,0,2,0
10630,3599,27.02,United Kingdom,Online Payment,Web,21,1,115.58,1,2,0
10631,3812,154.87,France,Online Payment,Mobile,2,39,149.61,0,2,0
10632,1821,72.24,Germany,Card Payment,Mobile,16,26,63.63,1,2,0
10633,2240,443.79,Portugal,Card Payment,Tablet,20,30,202.74,0,1,0
10634,226,583.13,Senegal,Card Payment,Mobile,9,25,291.17,0,1,0
10635,2636,51.71,United Kingdom,Cash Withdrawal,Tablet,8,21,217.27,0,2,0
10636,944,355.74,Portugal,Transfer,Web,12,10,25.95,0,2,0
10637,3390,144.97,Portugal,Card Payment,Tablet,21,1,150.72,0,0,0
10638,3610,61.01,Senegal,Card Payment,Tablet,8,6,138.37,0,0,0
10639,3221,69.84,France,Online Payment,Web,16,2,88.64,0,2,0
10640,1666,326.67,United Kingdom,Cash Withdrawal,Mobile,9,15,75.46,0,1,0
10641,3597,130.6,Senegal,Card Payment,Mobile,17,9,325.03,0,4,0
10642,2135,251.02,Portugal,Online Payment,Tablet,13,5,91.29,0,0,0
10643,1263,213.32,France,Online Payment,Web,5,11,42.97,0,0,0
10644,1336,53.87,Germany,Transfer,Mobile,8,42,175.09,0,2,0
10645,2197,110.11,Spain,Card Payment,Tablet,1,17,138.55,0,0,0
10646,587,80.55,Germany,Online Payment,Tablet,2,24,62.21,0,2,0
10647,2959,64.29,Senegal,Transfer,Web,15,32,99.59,0,1,0
10648,39,85.0,France,Cash Withdrawal,Tablet,6,23,68.46,0,1,0
10649,1305,252.64,Spain,Transfer,Mobile,10,21,83.92,0,3,0
10650,2846,165.19,United Kingdom,Card Payment,Tablet,9,15,75.34,0,3,0
10651,82,125.85,Germany,Cash Withdrawal,Web,15,32,30.91,1,2,0
10652,3165,81.08,Spain,Card Payment,Mobile,16,13,246.39,0,2,0
10653,3099,174.71,Portugal,Card Payment,Web,12,10,101.21,0,1,0
10654,132,361.46,United Kingdom,Cash Withdrawal,Web,17,12,460.63,0,0,0
10655,1898,80.01,Senegal,Cash Withdrawal,Mobile,11,23,54.85,0,2,0
10656,1919,343.92,Germany,Online Payment,Web,22,31,46.33,0,2,0
10657,3638,64.17,United Kingdom,Online Payment,Web,0,38,282.19,0,0,0
10658,3215,702.2,Senegal,Transfer,Tablet,20,16,49.18,0,2,0
10659,3259,189.51,Germany,Transfer,Mobile,17,23,119.64,1,1,0
10660,3997,309.69,France,Card Payment,Web,23,41,16.28,0,5,0
10661,1786,215.9,France,Online Payment,Tablet,12,5,61.29,0,2,0
10662,743,82.72,Germany,Transfer,Web,5,19,64.54,0,2,0
10663,2678,129.33,United Kingdom,Transfer,Web,17,12,125.76,0,2,0
10664,1191,114.09,Germany,Card Payment,Tablet,20,17,66.33,0,3,0
10665,1652,95.7,Spain,Cash Withdrawal,Tablet,19,15,187.05,0,1,0
10666,597,160.32,Senegal,Card Payment,Tablet,23,8,150.88,0,1,0
10667,3774,184.06,United Kingdom,Cash Withdrawal,Mobile,3,25,79.17,0,1,0
10668,862,126.36,United Kingdom,Cash Withdrawal,Web,8,10,113.7,0,2,0
10669,1161,291.11,United Kingdom,Online Payment,Mobile,8,30,57.19,1,0,0
10670,2806,93.76,Portugal,Cash Withdrawal,Mobile,12,11,169.25,0,4,0
10671,2969,238.76,Portugal,Online Payment,Web,3,15,159.69,0,0,0
10672,905,118.58,France,Online Payment,Tablet,0,22,83.08,0,1,0
10673,1806,325.15,United Kingdom,Transfer,Mobile,4,31,93.77,0,0,1
10674,3292,148.57,Portugal,Online Payment,Mobile,11,23,103.93,0,1,0
10675,108,34.68,Portugal,Cash Withdrawal,Web,18,20,51.12,0,0,0
10676,2968,169.23,Spain,Card Payment,Tablet,15,19,181.64,1,2,0
10677,2057,236.84,Senegal,Online Payment,Mobile,8,18,79.91,0,1,0
10678,1350,194.15,France,Card Payment,Tablet,22,34,139.64,0,4,0
10679,621,90.73,Germany,Online Payment,Web,14,28,142.56,0,1,0
10680,3646,121.52,Spain,Online Payment,Mobile,2,14,39.05,0,1,0
10681,184,15.13,Spain,Cash Withdrawal,Tablet,10,43,81.27,0,1,0
10682,2916,241.41,United Kingdom,Online Payment,Web,2,30,141.23,0,2,0
10683,3457,61.29,Spain,Transfer,Mobile,4,15,77.25,0,3,0
10684,3912,26.93,United Kingdom,Transfer,Web,2,33,54.8,0,0,0
10685,1927,329.13,Senegal,Online Payment,Tablet,7,23,142.81,0,0,0
10686,3278,222.48,Germany,Transfer,Mobile,2,22,104.69,0,0,0
10687,2672,24.73,United Kingdom,Cash Withdrawal,Web,2,14,75.32,0,0,0
10688,1336,52.37,Spain,Card Payment,Tablet,18,19,115.93,0,4,0
10689,2271,235.24,Senegal,Transfer,Mobile,1,11,88.75,0,1,0
10690,991,151.29,Germany,Transfer,Web,20,29,49.54,0,1,0
10691,2737,85.93,United Kingdom,Transfer,Tablet,20,20,120.79,0,1,0
10692,982,471.91,Senegal,Cash Withdrawal,Tablet,2,10,208.24,0,1,0
10693,1557,57.27,France,Cash Withdrawal,Mobile,8,1,143.82,0,1,0
10694,114,322.35,Senegal,Card Payment,Web,21,42,117.56,0,2,0
10695,2346,220.7,United Kingdom,Card Payment,Web,2,1,53.82,0,0,0
10696,609,156.7,Spain,Online Payment,Web,6,19,90.68,0,1,0
10697,3169,21.35,Senegal,Cash Withdrawal,Web,0,9,137.75,0,2,0
10698,2300,284.04,Germany,Cash Withdrawal,Mobile,7,16,56.94,0,0,0
10699,2922,515.46,France,Online Payment,Tablet,2,14,62.5,0,1,1
10700,681,207.13,Portugal,Online Payment,Mobile,16,29,44.49,0,3,0
10701,535,356.91,United Kingdom,Card Payment,Web,22,21,91.87,0,0,0
10702,3254,67.09,Portugal,Transfer,Mobile,17,34,220.78,0,0,0
10703,2798,532.66,Germany,Card Payment,Mobile,20,5,70.85,0,1,0
10704,2072,153.61,Spain,Online Payment,Tablet,22,14,35.58,0,1,0
10705,1918,97.12,Portugal,Online Payment,Web,13,23,48.5,0,1,0
10706,3818,158.99,Portugal,Cash Withdrawal,Tablet,3,33,47.66,1,1,0
10707,1262,130.77,United Kingdom,Transfer,Mobile,15,21,49.26,1,4,0
10708,2495,76.47,United Kingdom,Card Payment,Mobile,15,11,153.34,0,1,0
10709,2844,402.15,Senegal,Transfer,Mobile,0,37,122.53,0,1,0
10710,3628,42.69,United Kingdom,Cash Withdrawal,Web,4,2,180.53,0,2,0
10711,1534,375.04,United Kingdom,Cash Withdrawal,Tablet,22,25,131.01,0,2,0
10712,2087,160.92,United Kingdom,Card Payment,Web,2,16,156.59,0,2,0
10713,3017,352.64,France,Transfer,Web,10,36,217.99,0,2,0
10714,445,73.16,France,Transfer,Tablet,6,6,231.56,0,2,0
10715,1425,106.15,Germany,Card Payment,Tablet,7,17,94.86,1,2,0
10716,2688,350.77,Portugal,Transfer,Web,4,16,198.78,0,1,0
10717,3558,96.86,Germany,Online Payment,Tablet,22,27,266.09,0,3,0
10718,3042,369.13,Senegal,Transfer,Tablet,11,34,96.7,0,2,0
10719,3786,85.5,France,Card Payment,Mobile,2,31,59.24,1,1,0
10720,3869,98.07,Spain,Transfer,Tablet,23,7,405.06,1,1,0
10721,2335,186.58,France,Transfer,Mobile,1,11,214.01,0,2,0
10722,772,24.1,Spain,Card Payment,Tablet,20,12,22.68,0,1,0
10723,3325,86.41,Germany,Card Payment,Mobile,0,18,205.33,0,2,0
10724,2090,242.15,France,Online Payment,Tablet,21,26,44.99,0,2,0
10725,2235,139.09,Senegal,Cash Withdrawal,Mobile,6,1,124.98,0,3,0
10726,2640,80.35,Spain,Online Payment,Mobile,17,9,24.7,0,1,0
10727,2071,201.6,Portugal,Card Payment,Web,17,13,84.94,0,2,0
10728,1991,128.5,Portugal,Online Payment,Tablet,1,23,41.83,0,2,0
10729,2331,708.94,Senegal,Transfer,Web,9,33,69.56,0,1,0
10730,3802,132.14,France,Cash Withdrawal,Tablet,16,19,125.44,0,1,0
10731,1563,141.86,United Kingdom,Cash Withdrawal,Mobile,22,27,174.11,0,2,0
10732,761,103.06,Portugal,Online Payment,Mobile,4,20,149.32,0,1,0
10733,3717,416.05,United Kingdom,Cash Withdrawal,Mobile,4,6,135.71,0,0,0
10734,2271,94.29,Spain,Card Payment,Mobile,9,12,134.62,0,2,0
10735,2254,102.07,France,Online Payment,Mobile,20,22,227.34,0,2,0
10736,1376,161.83,Spain,Online Payment,Web,16,22,188.93,0,0,0
10737,2951,422.81,Senegal,Cash Withdrawal,Mobile,7,17,153.1,0,0,0
10738,1033,55.41,United Kingdom,Cash Withdrawal,Web,7,23,246.26,0,0,0
10739,3620,39.08,France,Transfer,Web,6,23,167.8,0,1,0
10740,1823,69.19,Senegal,Card Payment,Mobile,15,21,232.78,0,3,0
10741,2430,148.84,Germany,Online Payment,Mobile,22,29,177.23,0,2,0
10742,1594,131.1,United Kingdom,Cash Withdrawal,Tablet,1,17,142.14,0,1,0
10743,3793,60.85,Portugal,Cash Withdrawal,Web,3,24,106.9,1,3,1
10744,477,424.91,Senegal,Cash Withdrawal,Mobile,5,24,88.89,0,0,0
10745,2624,175.21,United Kingdom,Online Payment,Mobile,12,17,184.94,0,0,0
10746,3499,111.3,United Kingdom,Transfer,Mobile,18,22,68.43,0,0,0
10747,94,174.9,Spain,Cash Withdrawal,Web,6,1,463.4,0,1,0
10748,1112,1169.64,Spain,Cash Withdrawal,Tablet,21,9,40.56,0,0,0
10749,2949,315.45,Senegal,Card Payment,Web,9,16,77.99,0,0,0
10750,1808,152.18,Germany,Transfer,Web,20,37,113.12,0,2,0
10751,2860,368.83,Portugal,Card Payment,Tablet,1,25,72.19,0,1,0
10752,1952,44.51,France,Card Payment,Mobile,13,21,85.51,0,0,0
10753,3525,119.26,Senegal,Online Payment,Web,8,21,241.07,0,1,0
10754,1028,29.01,France,Transfer,Web,0,33,176.69,0,4,0
10755,220,112.72,United Kingdom,Cash Withdrawal,Web,0,16,112.21,1,3,0
10756,3366,97.13,France,Transfer,Mobile,9,11,138.95,0,0,0
10757,3057,68.05,Senegal,Online Payment,Tablet,4,17,113.58,0,0,0
10758,1183,119.62,Spain,Online Payment,Tablet,7,26,103.88,1,2,0
10759,1459,100.76,France,Cash Withdrawal,Mobile,4,13,112.35,0,1,0
10760,2780,202.56,Senegal,Card Payment,Web,23,10,193.68,0,1,0
10761,3565,322.9,France,Online Payment,Mobile,5,30,54.07,0,2,0
10762,1823,47.56,Portugal,Cash Withdrawal,Web,15,4,254.04,0,1,0
10763,1716,59.54,France,Card Payment,Web,9,39,375.12,1,1,0
10764,360,78.39,Senegal,Online Payment,Web,16,37,27.88,0,7,0
10765,930,405.51,Portugal,Cash Withdrawal,Mobile,2,20,154.42,0,0,0
10766,1159,68.46,Spain,Online Payment,Tablet,14,31,127.02,0,2,0
10767,3732,148.17,Senegal,Transfer,Web,2,41,229.6,0,0,0
10768,3242,113.36,Portugal,Card Payment,Mobile,3,10,124.64,0,2,0
10769,3032,352.23,Spain,Transfer,Web,13,16,136.1,0,0,0
10770,3258,19.59,Spain,Cash Withdrawal,Web,7,27,58.4,0,4,0
10771,2180,40.41,Portugal,Online Payment,Tablet,17,19,107.42,0,2,0
10772,1148,8.92,Germany,Transfer,Web,9,17,51.06,0,1,0
10773,3417,187.27,Portugal,Online Payment,Mobile,14,29,214.74,0,2,0
10774,1865,75.84,Spain,Transfer,Mobile,22,20,67.43,0,1,0
10775,106,72.61,Germany,Card Payment,Mobile,7,3,153.72,0,2,0
10776,423,242.92,Portugal,Transfer,Tablet,3,17,108.86,0,0,0
10777,3268,248.92,France,Transfer,Web,7,19,120.37,0,1,0
10778,1852,111.6,Portugal,Card Payment,Web,21,21,234.66,1,2,0
10779,1378,461.97,Spain,Online Payment,Mobile,6,32,160.48,0,4,0
10780,998,182.34,United Kingdom,Card Payment,Web,7,9,47.12,1,2,0
10781,1851,44.79,United Kingdom,Cash Withdrawal,Web,23,19,28.77,0,0,0
10782,3453,56.73,Senegal,Cash Withdrawal,Mobile,2,31,82.78,0,0,0
10783,3206,262.12,Portugal,Online Payment,Tablet,22,12,91.56,0,0,0
10784,1669,20.71,Portugal,Card Payment,Mobile,21,11,154.52,0,4,0
10785,3744,200.92,Portugal,Online Payment,Tablet,14,24,128.11,0,1,0
10786,2320,84.09,Portugal,Transfer,Web,17,13,141.45,0,1,0
10787,2615,945.99,Portugal,Card Payment,Tablet,15,18,399.36,0,3,0
10788,2927,88.07,Spain,Online Payment,Tablet,21,16,82.53,0,0,0
10789,2577,119.98,France,Card Payment,Web,21,20,243.65,0,1,0
10790,961,275.81,Portugal,Transfer,Tablet,2,8,22.99,0,4,0
10791,3102,334.82,France,Online Payment,Mobile,8,14,64.62,1,0,0
10792,335,105.77,Spain,Cash Withdrawal,Tablet,4,23,44.15,0,3,0
10793,1069,36.94,Germany,Online Payment,Web,8,21,89.21,0,1,0
10794,3626,195.58,France,Transfer,Mobile,20,19,63.24,0,1,0
10795,1497,311.25,United Kingdom,Online Payment,Web,23,1,189.21,0,1,0
10796,2706,76.35,United Kingdom,Card Payment,Web,18,28,220.32,0,0,0
10797,742,96.09,Senegal,Card Payment,Mobile,17,26,64.79,0,3,0
10798,920,260.25,United Kingdom,Transfer,Tablet,14,39,83.23,0,3,0
10799,1214,50.52,France,Cash Withdrawal,Mobile,21,12,103.1,0,1,0
10800,3232,174.63,Senegal,Transfer,Tablet,14,20,51.62,0,2,0
10801,1117,24.05,Spain,Transfer,Tablet,17,10,70.17,0,2,0
10802,3205,53.71,Portugal,Online Payment,Tablet,13,13,33.12,0,0,0
10803,2815,142.61,United Kingdom,Transfer,Tablet,14,24,59.82,0,3,0
10804,721,105.35,France,Card Payment,Web,4,27,46.47,1,1,0
10805,3264,72.98,Spain,Card Payment,Web,12,10,69.84,1,2,0
10806,615,193.18,United Kingdom,Online Payment,Tablet,1,13,66.3,0,1,0
10807,2826,18.42,Senegal,Transfer,Tablet,6,9,111.07,0,0,0
10808,70,130.39,Senegal,Online Payment,Tablet,9,30,102.93,1,3,0
10809,1138,67.84,France,Transfer,Tablet,11,23,143.3,0,2,0
10810,2570,96.74,Spain,Transfer,Mobile,0,13,269.03,1,2,0
10811,2172,688.82,France,Transfer,Web,8,23,202.36,0,0,0
10812,497,40.36,France,Card Payment,Tablet,12,24,184.33,0,1,1
10813,1520,62.68,United Kingdom,Online Payment,Mobile,8,25,127.4,1,3,0
10814,1044,168.88,Senegal,Online Payment,Web,3,13,76.0,0,0,0
10815,3641,293.5,Senegal,Transfer,Mobile,5,19,203.1,0,1,0
10816,2917,150.93,France,Cash Withdrawal,Mobile,2,5,64.42,1,5,0
10817,798,77.95,Portugal,Transfer,Tablet,3,13,174.59,0,2,0
10818,2793,138.8,France,Cash Withdrawal,Tablet,3,18,203.18,0,0,0
10819,957,36.0,United Kingdom,Card Payment,Mobile,4,16,63.28,1,2,0
10820,3836,10.63,Spain,Card Payment,Web,2,3,58.59,1,1,0
10821,2457,53.28,Spain,Cash Withdrawal,Mobile,21,13,203.34,1,6,0
10822,1347,54.61,Spain,Online Payment,Tablet,20,3,182.06,0,0,0
10823,734,49.67,Portugal,Card Payment,Web,20,2,163.41,0,4,0
10824,3444,171.2,Senegal,Cash Withdrawal,Tablet,22,2,228.47,1,0,0
10825,1919,863.56,Spain,Card Payment,Web,13,29,54.65,0,2,0
10826,2436,166.95,Portugal,Card Payment,Mobile,11,18,121.3,0,3,0
10827,2997,211.47,Senegal,Online Payment,Tablet,14,23,47.9,0,2,0
10828,1198,43.29,Senegal,Card Payment,Web,21,29,47.17,0,3,0
10829,2138,177.14,France,Card Payment,Web,8,21,17.35,0,3,0
10830,597,193.41,Portugal,Card Payment,Tablet,0,8,83.3,0,0,0
10831,723,120.55,Portugal,Online Payment,Mobile,13,20,118.55,0,2,0
10832,2825,71.2,Portugal,Transfer,Tablet,14,1,173.05,1,2,0
10833,2989,71.97,Portugal,Transfer,Mobile,23,28,156.54,0,1,0
10834,1437,105.24,Germany,Online Payment,Tablet,22,15,29.08,1,0,0
10835,1822,146.26,Senegal,Transfer,Web,19,49,237.36,0,1,0
10836,78,233.33,Senegal,Transfer,Mobile,11,24,107.93,0,2,0
10837,1316,79.66,France,Transfer,Tablet,23,12,104.6,0,1,0
10838,2390,133.45,Germany,Card Payment,Web,21,1,61.48,0,6,0
10839,1743,339.35,Spain,Online Payment,Tablet,13,8,125.89,0,0,0
10840,3859,192.06,Senegal,Transfer,Tablet,4,29,176.56,0,1,0
10841,185,262.85,United Kingdom,Card Payment,Mobile,12,12,183.29,0,2,0
10842,1599,107.1,Spain,Cash Withdrawal,Web,21,21,91.8,1,2,0
10843,1769,726.67,Portugal,Transfer,Mobile,10,28,120.41,0,1,0
10844,472,97.92,Spain,Card Payment,Web,0,11,95.76,0,2,0
10845,3066,240.1,Spain,Transfer,Tablet,14,10,58.72,0,0,0
10846,1941,76.64,Senegal,Cash Withdrawal,Tablet,23,35,101.22,0,1,0
10847,1889,25.22,Portugal,Card Payment,Web,4,18,128.1,0,3,0
10848,2308,592.95,Spain,Card Payment,Web,7,30,46.03,0,2,0
10849,1472,305.27,France,Transfer,Tablet,9,1,266.17,0,1,0
10850,2609,298.37,France,Online Payment,Tablet,14,8,189.64,0,0,0
10851,858,798.98,Senegal,Card Payment,Tablet,5,16,200.43,0,2,0
10852,2062,640.17,United Kingdom,Transfer,Mobile,20,24,274.74,0,0,0
10853,2517,739.09,Spain,Card Payment,Mobile,8,34,151.71,0,2,0
10854,3309,103.2,United Kingdom,Online Payment,Web,23,38,213.64,0,0,0
10855,2392,48.05,Germany,Cash Withdrawal,Tablet,7,13,111.92,0,1,0
10856,3863,158.32,Senegal,Cash Withdrawal,Web,22,7,240.76,0,3,0
10857,1233,61.79,Portugal,Transfer,Tablet,0,25,113.21,0,1,0
10858,1497,127.13,United Kingdom,Card Payment,Mobile,16,17,93.5,0,0,0
10859,3303,150.69,Germany,Cash Withdrawal,Tablet,9,13,81.04,0,0,0
10860,753,29.73,Spain,Transfer,Mobile,19,31,58.67,0,1,0
10861,2052,79.92,Germany,Cash Withdrawal,Mobile,14,32,43.6,0,2,0
10862,3647,146.72,Spain,Online Payment,Tablet,7,28,35.05,1,1,0
10863,3515,28.98,United Kingdom,Cash Withdrawal,Mobile,18,15,184.93,0,4,0
10864,3984,35.11,Germany,Online Payment,Tablet,9,31,330.4,1,4,0
10865,2238,213.46,Spain,Transfer,Tablet,21,4,93.53,0,2,1
10866,2954,95.01,United Kingdom,Transfer,Web,3,1,243.43,0,1,0
10867,3727,81.86,Spain,Cash Withdrawal,Web,5,28,47.7,0,2,0
10868,343,295.6,Germany,Online Payment,Web,11,27,131.15,0,4,0
10869,1745,29.18,France,Card Payment,Mobile,21,16,34.72,0,0,0
10870,792,156.48,France,Cash Withdrawal,Tablet,1,16,66.59,1,3,0
10871,1210,636.39,Senegal,Online Payment,Tablet,20,22,211.5,0,3,0
10872,1350,83.26,Portugal,Online Payment,Tablet,9,26,209.84,0,4,0
10873,1598,228.06,Portugal,Online Payment,Mobile,10,18,61.67,0,3,0
10874,2827,10.86,Spain,Transfer,Tablet,21,23,100.61,0,2,0
10875,609,455.11,United Kingdom,Online Payment,Web,8,9,74.43,0,1,0
10876,502,337.86,Germany,Cash Withdrawal,Web,21,36,132.59,0,2,0
10877,1897,60.27,Germany,Cash Withdrawal,Mobile,12,19,80.76,0,1,0
10878,1394,513.27,Spain,Online Payment,Mobile,14,33,34.23,1,3,1
10879,2337,479.51,Germany,Online Payment,Tablet,12,26,92.01,0,0,0
10880,3971,38.19,France,Cash Withdrawal,Tablet,20,16,141.4,0,0,0
10881,1275,112.8,United Kingdom,Transfer,Web,19,15,77.41,0,0,0
10882,1293,124.37,Senegal,Cash Withdrawal,Web,5,22,73.09,0,1,0
10883,2035,273.88,Spain,Cash Withdrawal,Web,14,12,87.17,0,0,0
10884,3019,447.91,France,Transfer,Tablet,7,36,89.56,0,3,0
10885,475,62.44,Senegal,Online Payment,Tablet,13,28,65.87,0,1,0
10886,185,189.22,United Kingdom,Transfer,Web,23,30,141.94,0,1,0
10887,1345,67.53,Spain,Card Payment,Web,21,17,80.32,0,5,0
10888,1485,66.09,United Kingdom,Card Payment,Tablet,21,34,73.25,0,1,0
10889,1277,339.72,Germany,Cash Withdrawal,Tablet,15,29,112.61,0,2,0
10890,2739,145.25,United Kingdom,Online Payment,Web,9,23,301.93,0,0,0
10891,835,48.64,Germany,Transfer,Tablet,5,27,37.92,0,0,0
10892,3196,155.34,Germany,Online Payment,Mobile,4,16,42.44,0,1,0
10893,3965,237.65,Portugal,Transfer,Mobile,14,15,115.02,0,2,0
10894,3883,245.16,United Kingdom,Online Payment,Web,14,12,63.6,0,1,0
10895,1548,318.47,Portugal,Card Payment,Web,5,13,190.05,0,1,0
10896,669,53.06,Portugal,Transfer,Web,11,15,165.24,0,1,0
10897,3861,123.92,United Kingdom,Online Payment,Tablet,13,20,57.57,0,0,0
10898,3045,725.15,Germany,Card Payment,Web,8,21,123.48,1,3,1
10899,1618,69.08,Senegal,Transfer,Mobile,8,24,149.73,0,2,0
10900,1046,146.64,United Kingdom,Online Payment,Mobile,8,14,122.17,0,0,0
10901,358,279.21,Germany,Online Payment,Web,17,39,120.76,0,2,0
10902,395,23.3,United Kingdom,Card Payment,Mobile,18,31,236.92,0,6,0
10903,3762,151.24,Portugal,Online Payment,Tablet,2,16,117.83,0,2,0
10904,2128,231.91,Portugal,Card Payment,Web,0,1,140.72,0,3,0
10905,475,213.47,United Kingdom,Online Payment,Web,15,37,136.92,1,0,0
10906,1018,276.14,Portugal,Card Payment,Tablet,10,31,66.32,1,1,0
10907,2225,162.98,Portugal,Online Payment,Mobile,12,28,114.73,0,2,0
10908,1260,904.25,Spain,Cash Withdrawal,Web,23,14,102.3,0,1,1
10909,3451,128.9,France,Card Payment,Tablet,18,13,133.38,0,0,0
10910,1577,524.33,France,Card Payment,Web,1,11,95.08,0,2,0
10911,401,108.0,Germany,Card Payment,Web,12,13,57.86,0,0,0
10912,401,60.17,France,Card Payment,Web,6,22,206.14,0,1,0
10913,794,92.91,Spain,Online Payment,Mobile,20,13,181.62,0,1,0
10914,3824,156.21,Senegal,Cash Withdrawal,Tablet,0,17,214.14,0,2,0
10915,1289,70.88,Portugal,Online Payment,Web,21,37,152.2,0,0,0
10916,1986,96.68,United Kingdom,Cash Withdrawal,Tablet,1,3,68.94,0,0,0
10917,999,28.23,Spain,Online Payment,Mobile,6,20,82.09,0,1,0
10918,583,201.58,Germany,Transfer,Web,21,25,121.01,0,1,0
10919,1078,173.31,Portugal,Cash Withdrawal,Web,17,19,105.17,0,1,0
10920,2530,55.4,Senegal,Cash Withdrawal,Tablet,14,27,323.49,0,3,0
10921,255,262.34,Senegal,Cash Withdrawal,Mobile,12,34,59.3,1,2,0
10922,1445,78.82,Portugal,Online Payment,Tablet,16,17,51.96,0,3,0
10923,3004,84.84,Portugal,Online Payment,Web,7,34,248.96,0,2,0
10924,453,30.2,France,Card Payment,Web,6,23,24.61,0,1,0
10925,1784,619.15,France,Card Payment,Web,7,22,25.29,0,4,0
10926,3573,33.45,Spain,Cash Withdrawal,Web,17,18,105.29,0,3,0
10927,3130,57.14,Portugal,Cash Withdrawal,Web,1,33,92.78,0,0,0
10928,246,160.4,Senegal,Cash Withdrawal,Tablet,1,20,154.81,0,1,0
10929,837,84.04,Senegal,Online Payment,Mobile,19,30,65.36,0,4,0
10930,1660,93.24,France,Card Payment,Mobile,8,22,269.81,0,3,0
10931,3927,217.49,Germany,Card Payment,Mobile,0,24,275.09,0,2,0
10932,1271,143.56,Spain,Transfer,Mobile,7,30,55.43,0,3,0
10933,1557,143.87,Spain,Transfer,Tablet,19,14,101.04,0,0,0
10934,2732,443.88,Portugal,Online Payment,Mobile,4,12,107.97,0,1,0
10935,1269,72.89,Portugal,Cash Withdrawal,Mobile,3,14,66.68,0,1,0
10936,1632,97.7,Portugal,Card Payment,Web,0,23,135.93,1,2,0
10937,2365,480.46,Germany,Card Payment,Tablet,18,12,429.61,0,4,0
10938,934,187.81,Portugal,Cash Withdrawal,Tablet,7,43,87.79,0,1,0
10939,3819,16.9,Germany,Card Payment,Web,22,34,111.66,0,0,0
